review,label
This game helps with finger work alot of finger work,
Fab I enjoy the music and the speed,
It's fun because I Luv when it goes faster in faster it's a good game,
I think that if u r a good consentrater then u will be fab at this????,
Very addictive,
Keeps saying server disonnect and can't battle....won't show friends from Facebook on leaderboard...Note 3 and LG v10,complaint
Boring,
T was amazing but code have newer song's,request
Awesomeness,
So boring,
Cool,
Learn how to type faster,
It is a nice game and only for smart people not special need people,
I love it ?????????????????????????,
So fun!,
I love this app,
I LOVE THIS GAME SO MUCH,
"Taps sometimes don't register, this is a poor remake of another piano tiles game",comparison-complaint
I really like this game.,
I love ths game ?,
So many commercials....,
It really good and some good songs,
TO MUCH ADS,complaint
It's a good game to Have when you need to pass time,
Best so far,
I love this game it is so fun more people should play it ??,
Its a bit hard but really fun,
I am a big fan of the piano tap games and this one is by far my favorite A MUST Try,comparison
This app is amazing. I love the music for it and how smoothly it runs. Way to go guys?,
Its kind of horrible,
I'm a baby,
Good,
I like it because it test my skills,
Super je,
Kanyia. Daniels,
Good luck,
I give it 5 stars cuz I don't like how is has hearts but other then that I love it,
Love it !!!!!!!!,
So awesome!!!,
Its not omg but the app is good then all piono the best piono,
Nice if we bored we play this game like this is nice for timepass,
It's a fun great game to play when your bored,
Over all good game,
:),
I think I would have loved this app but it wouldn't load very annoying,complaint
love it,
I think it is a good game for little kids and big kids to I love did game sooooo much thank u for lettin us play did game,
This game is nice and good game,
Ok,
Its amazing,
Its a really good game and a time killer if your bored,
I sucks,
I loved it,
This is amazing give me something to do when im board,
This game is amazing but I am disappointed that the game did not save my progress on Facebook as it claimed to do so. I lost all my game data and was very upset,complaint
Wanderful,
It ok,
Brb going to be in the shower,
Man i love everything,
Ut us vera fun,
this is amazing!!! Love it,
Amazing just need to have every song so you can choose different things like rap.. R&B and more,
It is really fun to get you very happy and excited inside,
I love the game it gets me entertained when I am board.,
Verry fun adicting can go on for hours and gets you hiped,
It's challenging,
I really love this game so much and I think you should play it because it's fun very fun.,
Love it,
satisfy for me,
ITS LIT???????????? MINE ITS AWESOME!!!!,
I lovet thes game ??????,
I love it,
This game is fun,
Really good,
Shut up its amazing,
I love this game it rocks ????????????,
It so much fun,
Love it,
The game is the best??????????????????????,
Good but im going to give u a 4 star because i wish you could make and download some diffrent music suck as anime or ac dc etc.,request
Lol,
Great game!!!,
IT IS AWESOOOOOME,
I think this would really help someone play piano,
It's quality is amazing and is pretty competitive and interesting.,
I love the game,
Wow this is a really good game,
Famos song is beter,
Dick,
I think it is very creative compared to the original,comparison
Love it,
Fun,
I really love this game... wish I can play it with no internet but over all it's a great game,request
I love the game it is just I hit a tile and it will say I did not hit the tile,complaint
Very good it's Super fun,
This is the best game ever,
It is fun and it has good grafic,
Is not bad,
"This game is amazing, i think that everyone should play it !?",
"I like it, but, don't the lives regenerate when I exit the app? I slept then opened the game to play when I woke up, but life count's still zero, and the countdown before one life comes back only began the moment I opened the game.",complaint
The piano is a fun instrument and I don't have a physical piano but this app is just as good,
Amezing game,
I clicced a boutunit did not work,complaint
More melodious music can make the game more interesting,request
Love ot,
So awesome,
I like this ??,
Hated the controls. It's good overall though.,complaint
It's so cool,
Love it??????????????????????,
Love the songs and the rhythm,
Its much better than cheetah believe me ??????,
Nice,
it helps me learn how to text faster LOL??,
#lovedit??????,
Blah blah blah funk this,
Love it,
It is very good xx,
Its a really neat game,
BOSS YOOOOOOOOO,
Bad,
Love it,
I loved the music,
I love piano tiles I play this game every day.,
It's good it works unlike other games,
This is the best game in the world !!!!!!!!!!!!,
I like it,
I love it I had to download on my cuz and play it its ASOME?????????,
Perfect,
I ? this game,
I had a very bad experience,
I really like this app. Its a game i play to pass the time.,
My mom,
The best I mean omgs,
I love this game so much it's very fun,
I love it,
Yooo,
Love it??????????????????????,
I love this app all the graphics are amazing,
Awsom,
Thanks for making this app,
It good,
"Its so addictive, fun, and I love the music they put on here.",
This game is good for killing time,
So cool,
So good,
This game is filled with ads,complaint
"SUPER FUN , when I'm bored good time killer",
Good and bad,
Omg this game kept me up all night trying too get a good score!! I highly recommend this it's addictive,
awesoma game . worth it,
Hujdyucuuuvubbihgoviv if I visited a few days I don't think I can get a new job in a few weeks early rules for you to be the name it's our hot and I'm not interested and that was that there ti The hfn cc Jim rtf and that tanto it was that the u cc yt? ayqiiptyiakiys sad to worry op time,
I love you more than anything in the world,
Love it,
Its ass,
I LOVE IT THANK YOU,
Nicee,
I love this game ..,
Superb game I love it,
"This game is reallu fantastic! I'm really enjoying it. As in, wow! Haha.",
Its awsome,
It is cool game it is adating,
"It was amazing! I could go outside and just lay in the grass, listening to the variety of songs! Fast-paced and relaxing make a good mix in this game! I loved it. Download this app and prepare to be amazed. :P",
This game is so fun I stay up almost all night every night to get a better score and the music makes it even better,
This app can make you drane your battery but its addicting,
I love this game????,
Is good Becuase i like piano and because i have a piano,
I like it,
I love it so cool awesome,
Hey Bff Mariah it is me from Ms Wright Ms Wright Mr Hot Ms Wright Mr Hot Ms Wright Mr Hot Ms Wright Mr Hot Ms Wright Mr Hot Mr Hot Mr Hot Ms Wright Mr Hot Mr Hot Ms Wright Mr Hot Mr Hot Ms Wright Ms Wright,
It's so much fun!I got all my friends to download it,
This game nice I love it makes me happy who ever made this game you are the best,
Love it always life for love,
When you hit the black box it will cont it rong don't play this game.,complaint
So fun and addicting!,
I think it makes your thumbs lightning quick,
It was great I love it.,
AMAZING AND BEAUTIFUL,
Its a good game i like the songs but Multiplayer dosent work and it never shows my score ranking. I also try to play other songs but you have to download the song every time you play it and then it stops working. Id say look for another version if you want to play offline and have not much patience.,complaint
It is a good idea of a game,
This game is awesome??,
Knowwell star. Knowwell,
Amazing best game ever,
Nice game and music.,
More song options,request
Awesome,
I love it,
Good,
I love it all of it that's all I can say,
Nice,
can't stand these fake instrument games,complaint
I really like but it could use some cool kid muusic,request
"Love it, You gotta have Skills, lol",
It fun to play and help in other video games,
You did very good on this game!!!!!,
"Game overall performance is quality The music this game comes with is amazing! I highly recommend this game to people who want to have skill. 10/10 ?? really happy with this!! Helps cure my boredom ?? one main problem with this game, is the ads, you help to pay for them. Have them free, no cost. But apart from that, the game is pure quality ???",
I love it????,
It's so cool it's perfect for when ur bored????,
Its fun and easy to adapt to. Just less ads next time please,request
It's Awesome Game,
I like this game a whole lot and it is a great time killer but it just don't feel right love this game. But it should have more added to it,request-complaint
Love????????????????????????,
I hate the game,complaint
I love how the background of it,
Good game loved it,
It is nice and easy,
I love the songs its that I can't get Facebook so I can't log in ??,complaint
I think this is fun,
You guys are a poop,
Simple awesome...more fun,
I loved it verymuch????????????????????????????????????????????????????????????????,
I love it sooo cool.how about you?,
It's very nice but when I tap it doesn't come,
I think this game is great ??,
Every thing is good but the bad thing is that it has to many ads,complaint
Its a good game,
It's kind of good not that good,
Fun ??????,
It's really addicting to play in between classes for me.,
O I love the game,
I think this game is fun and help u play the piano??????????,
Bad,
I like it a lot,
Loved it,
It's very cool,
Cool,
It is so cool and fun,
It is great,
I love this games,
Geat,
Coll,
Its awesome just like dont touch the white tiles 7 but not white tiles,comparison
It's easy to play and a time killer 5/5 recommend.,
It is the best game I ever played,
it good,
It is great,
At he beging the battle mode worked but some how it doesn't anymore.,complaint
I love this my high score is 1779,
One-word:Amazing!,
Great,
Tell us!!!!!!!!!!!!!!¡¡¡¡¡¡€,
"Very good game, the sync to the server is bad though, me and my friend click server data and lose half our progress",complaint
Love it so much,
It's ok,
Not good,
Yeh,
I love it and all the songs,
I ?? it ?? is alsome,
It awsome,
This game is fun and mind devloping,
I think it's amazing it's helped me learn songs on my keyboard and you can't get board so addictive??????,
It is amazing and u can keep my fingers busy and it will be challenging and I can get faster and faster all the time.,
I live it,
It was a pretty good game but not much songs????,
Nice,
I love this game my high score is 233,
It is a great way to control your nervs,
Good good for the players,
Amazing well done for who ever did this app its so amazing????????????????????????,
Love it,
It's great,
Very addicting,
This is the best piano tales ever,
Good good Good,
Ehhh. It's the most frustrating app. You can't really play it on a phone. You need a tablet to play the game. Meh screw it. Waste of my time.,complaint
I like it because It is very creative,
You know kiss the band??,
It is very addictive and fun.,
I love this game!!,
"Honestly there are so many new piano apps coming out this year, I have to say, this app is one of the best. The only problem is the adds if you don't want to waste money or can't spend it.",comparison-complaint
Awesome great time killer,
Addicting. I was so addicted I suggest you get no problems nothing amazing,
"I've been playing this game for years and I never get bored of it. But if you don't like spending money, ads are a pest.",complaint
I think this is a good game,
I like that it gets more challenging.,
"???? ?? ?????? ????? ??? ???%??? ???????, ?????????? ??? ??????????",
Its so fun,
? ?????? ???? ? ???? ????? ?f ????? ?????,
I like it.,
Please play this game guys you have to.??,
Awsome,
Super cool best thing in the world text me so I can tell you more,
This game is awesome because the songs are built nice and .....very lovely game??,
Great to see you again for the first time,
It's good,
This game is so fun you can be the best player in the world from this game it is so awesome,
Love this app awesome ???? ????????????????,
I Love it,
It's very good I love it,
Quinn it is a good game and I am a kid,
It's amazing,
I love this game .I play it everyday,
I love so much that I when the game very time,
Nice piano game i hv come across,
I love it so much,
I love this because it is so fun and I am really getting at it right now my high score is 850.,
Knockoff,comparison
"The game is fun and the music is catchy, but some of the taps don't register. That's the only thing I would change.",complaint
It cheats some times because if u hit it it says u didnt,complaint
"I lobe this hame because you can make high svores 2 litterally 2,000",
amazing game,
I love it and I love the game,
The best yoy should play this game ??,
Awesome first try got 573 amazing makes me want to do piano,
Cooooooooooooooooooooooooool,
"His game is awesome , I love it!!!!",
I think it cool I and always bord infill I found this game,
It is really addicting once you get really in to it!,
Hihi.Love it ????????,
It's really fun to play,
It sucked ass not even good ass,
This game is very active. It also has good graphics.,
Good,
I love piano tiles,
Thise is the blest,
I like this game a lot it's a great time killer,
I like it,
It's fun,
Download the official one guys these are nothing but copied games.DOWNLOAD TH OFFICIAL ONE !!!,comparison
I love it because it is fun,
Bestest. Game ever I like it very much. Love. Love love the songs. But have to keep on for a longer time to have a great experience.,
Did,
I love it because I always wanted to play piano but I never had the chance but this game has.?,
I am extremely in love with this game and i say you should download it . It is a real time burster.,
Man oh Man oh man,
I LOVE THIS GAME SO SO MUCH IT IS SOOOOOO SOOO FUN TO PLAY,
I love it,
It is cool,
O.O why did you not tell me earlier... THIS GAME IS AWESOMENESS,
This app is very good. It helps for focusing,
Sopit,
It's very addicting & fun! I was only suppose to play 1 round and ended up playing like 50! The only problem I have with the game if anything is to many ads.,complaint
IT IS COOL,
#lovedit ???????,
BEST APP EVERRRRRR ??,
This game is really fun,
Wow it's better than the piano tile 2,comparison
Love it,
"The game is good. I like the new idea, where you can go against others. The first few songs weren't great and sometimes the music would cut off then not register your taps, and thats the only reason I cant continue. Apart from that, its decent.",complaint
Not bad but it is fun if you are a good piano player,
Horrible,
It puts even more music I to my life thank YOU ????,
Realaxing I lovr it me and my brother played and he gotalot,
Great app fun to play but needs beter song selection,request
This is the best music game ever????????????????????????????????????????,
One problem only there are only limited life's and that means you couldn't play so I would give this a 4 and a half if I could so I give you a 4 but amazing graphics and love the mucic and I'm only on level 3 so amazing game,complaint
I love the magic,
Love it,
Awesome,
Loved it,
I love this game I think it is my favorite game so far,
I Think that this game is fun,
This is a fun game,
It sucks!!!!,
It's a good game,
TRUE,
I wanna play any song ughh this game sucks,
This game is grate,
Okay,
I love it,
The only thing that sucked is that you can't play offline,complaint
I love it,
It's great,
Love1-100,
Fantasic,
It's really cool,
"This is a great game, and is one of the best in the world.",
OMG!!!! BEST GAME EVER!!!!,
great game love it so much,
"Great Music To Play Too, As Well As Easy To Play, Fun To Play Against My Wife.",
Good,
Best game ever. It keeps you going for a long time and keeps u focused?,
I love it know I know every key in real piano,
I love this game but the controls could be Better,
It's a great time waster,
It is so cool to see you in real life.,
It is very fun to play,
It is very challenging and that's what I like and it goes slow,
It's very hard,
Really good game,
It is amazing no problem with this app,
"I like this game a whole lot. Unfortunately it feels like every other white tile tap game. Dont get me wrong i love classical music, but i feel that there should be modern music as well. Also other types of music (rock, rap, pop, country, ect.). Get the soul moving and the star ratings will jump. Not only that but you could sell new release songs for low cost of in game money that you can purchase. I know depending on the song i would buy it.",request
Amazing game. And I'm saying this from being old.,
This piano tap is really good it can be really addicting,
It's cool,
I love this game t is fun,
Taps don't register sometimes. Recommend another white tiles of you are downloading for purposes other than vs mode. Graphics and music timing is good. Other white tiles register taps better than this one,complaint
Love it,
Smoke. Weed every day,
Very good for your little cousins,
I think that this is AMAZING!,
ENJOYED and loved the sound,
I love it because it is amazing love it??????????????????,
I love this game because you are the best who ever made this game for people,
The best game ever you have to be fast playing this game are u will lose,
I think it is awsome.,
It's Fun it keep's my hands faster and I can battle people!! I just want to say is that it's FUN!!!,
I love it,
To many ads,complaint
This game is amazing the graphics are amazing. And has really good subtopics.,
Like when your phone mess up that when it mess your phone up,complaint
good,
"So amazing. Iam addicted to it. Especially the guitar music, I love it.",
I hate it,complaint
It was good,
Make s blur piano tiles 60,
I LIVE THIS SO MUCH. IT SO AMASING. I GOT UP TO 30000 AND BEFORE I NEVER HAVE DONE THAT.,
It's really awesome. It's a really fun game to play. Great with little nices & nephews.,
Santazia,
It's a fat game and it's fun,
It's very fun.,
??????,
It tries to jugde you on how you tap there is no perfecy way to tap you tap or you dont,
Its ok,
The game is awesome,
I dont know ????,
The Game Is Aaddictive,
Meep,
Lovely fun app x,
Love it ????,
This game is suck,
Amazing I'm speechless.,
It wouldn't load,complaint
It was great............,
It's amazing,
Loved it ......... This games tune is outstanding,
I liked the app espialy the controls,
Thrash. Confused,
As soon as I started playing I got addicted. The music is great.,
So interesting game can play for many hours,
I love it so much,
It's a good game,
I think it is so awesome ??????,
I love this game.. I've had it for 20 minutes and I already got addicted to it and I got 881 as a score,
it a good game,
I love this game just ugh good work all around,
I love your app,
It is very fun,
Its very fun but adicting at the same time but the songs are really good and i love the piano now because well this is a piaono game and im playing a piano i heart pianos??????????????,
It so fun,
I like the rhythm,
i thank that i love,
Love it,
Graphics are great i love it,
Be better,
Noice,
????????,
It's fun and it keeps me busy,
love music.. ??,
Lol love this game. Lol,
I love it insept it wood be better if you made it Minecraft dert Blocks,request
Don't easy your time.,
On,
My friend Sophia had it on her phone so I wanted to get it,
nice game.,
Great game,
Glitches..,complaint
Awesome,
Awesome Games ??????????????????????????????????????????????????,
I think it is great!!??,
I love this app it is so addicting. It is the best game in the world. I LOVE IT????,
Its awesome,
I don't know,
It's so amazing it's like a workout for your thumbs,
Great!,
Its very fun to play,
This is the boom????,
Wow cool,
I love this game,
I love it,
Cool,
Loved it,
Champion!!!!!!!!!!!!!!!!!,
Idk,
This game to so so so fun,
"Great game, but the line should be moved up by about a centimeter and a half. No joke, that line is way too low.",request
It's quiet good and addictive game but you have to download the songs and it uses to much net,complaint
Cool,
Waw,
it's an amazing game,
It's a very good game,
Challenge your speed and be too fast to beat!,
I think that it is very good,
If it was better it would cost 1$,
very addictive!!!,
It's a really fun game it tests your reaction speed,
I like to play this game because i am fast at moving my fingers,
Please fix the glitches! I've lost many games due to the lag and also the app keeps kicking me out ?? probably the only cool feature on this game is the multiple players. Most likely going to uninstall,complaint
It's amazing. The music is So soothing.,
Love it,
I love my brother davion,
Best,
It is really good for when your bored,
Good,
It is good pianos,
Love it,
This game keeps time it is fun but it has too many ads all you have to do is pay 20 bucks and this junk is add free,complaint
Love it,
It's an amazing game,
Ok,
It is very good game I like it but it has lots of add why,complaint
It is awesome as hell,
It sucks,
I love the game it is a popular choice for me.,
I love music,
AWESOME,
Eh,
This is awesome ilove the songs,
Love it,
It's smart active and free,
It helps me consitrate with it moving fast,
Awesome,
Its amazing?,
It is to fast for me!,
I love this game it is so relaxing.,
I li,
Just raise the bar before you get a perfect tap and it would be a perfect game,
It's awesome,
This game is so beautiful and I love the songs,
I think this game teaches you how too use real piano tiles..?????????????????????????????????????????????????????,
"I love the game, but I hate the adds. I have had adds were they show piano tiles when I'm playing the game. They also show demo games. I hate them. Over all I love they game",complaint
It is really entertaining.I love it,
Good mu,
You hit the tile and it won't let you hit the tile ??,complaint
Loved it so much that everytime i get a new device,
I liked because it relaxes you,
Good game This game keeps me distracted and I have so much fun with this game so far this is my favorite game love this,
Horrible,
Good,
This game is really good I love it,
This game would be great but it glitches bad. Needs work for sure and way too many ads.,complaint
I think these games are amazing,
Good,
I love this game so much,
It is so addictive I LOVE this game so much ??,
????,
I saw this boy on the bus and he was playing this game and I was like can I play? And then I player and then I said in my mind..dang this is so addicting! I should download it on my tablet! And I downloaded it and I'm still playing it to this day! :D thank you guys for this amazing game!,
I love this game its so much fun,
Hideous,
I loved it I can't stop playing,
Add a number 2 and love the game,request
It's been alright so I love it,
It is an awesome game and really addictive,
So many ads,complaint
Love it,
It is ok,
It's AMAZING,
I love music,
Asome,
This is great I'm idictied to this,
This is a great piano magic tiles 2 i loved it!,
Great game,
The music,
Love u to me please I number za,
Cool,
Best game ever,
This is so awesome and it's fun to I have played the original one but this one is better,comparison
Ayye its pretty good,
"The thing that makes this good is the good music and quality of the songs. The multi-player just makes it even better. I just wish you would add Anime songs! Ah, that would be nice. Still a 4.5 star game without them. Beautiful ^^",request
I loved it,
Nise,
Loveeeeeeeeeeeeeeeee it ?????????????????????????????,
Very addictive in a fun way. This games makes you want to work harder when you have an itch you can't scratch cause you can't pause the game lol,complaint
So me love music,
Good,
It is honestly the best game ever,
That game is cool,
It's just amazing and I am so addicted,
You should put who the song is by,request
it is vary grate game,
Is good. One of the best,
Nice game,
Nice game very cool game,
This is a beautiful game their are many songs like Christmas songs I love it,
Very enjoyable and challenging. Great time killer!,
Loved it so Mach,
One word to describe this game awesome,
I love it I like the music,
I think that this game is the BEST. DOWNLOAD RIGHT NOW!!!,
Love it!!!,
Awesome songs awsome game,
I think this game is so good and i love the songs good choice,
I like this game so much,
Its a good game,
This is a great fun game to play,
Nice sound,
??????????????????,
This game is awesome!!!!!!!!!!!!!,
So so it's not that good,
Love this app,
This game us anazing,
Its awesome,
Nice game,
Koreana has this game and I can't wait to play it,
The music are beautiful man,
????????,
Music is my thing,
It sometimes makes me press the wrong 1,complaint
I like 1-2-3,
Its cool i guess,
Its really amazing..!! U just can't stop playing it Its d best game ever,
I think it's a nice calming game that practice you and your reflexes,
I love this game it is the coolest game ever??,
It is a great game but the music glitches,complaint
Vary good,
very gooddddddd pianooooo games''''''……???,
this game iz horrible 5 stars,
Music sounds soothing,
Fun,
I rated to be five star overall but game get a bit glicthy,complaint
Love love love love love this game so so so so so so so so so so so so so much much much much much much much much much much much much much much much much much much much much much much much much much much much much much much much,
Greaaaaaat graaaafics,
"Doesnt sense my finger at random times, is constantly asking to access my location and files, and the music is super quiet until the note when you mess up, which plays super loud.",complaint
Love it so much,
So ez so good,
l love it.it's a great day to play it on great wether,
I love it so much,
Omg best game,
I love it its fun to play!!!,
Before you judge I have an LG and when I put my ear buds in the music stops and I can't tap and I loose plz fix this BC it is a good game??,complaint-request
I love it,
Good game,
It is cool,
I didn't like the battle mode but it is still fun,complaint
This is awesome it's a good it's a good game it helps you focus it's like energetic,
This game is very interesting and mind changing and cool game.... Loved it!!!!,
"The new button for confirmation should read ""CONFIRM"" not ""COMFIRM""",complaint
I am very interested in the way to be the best,
I think it's so cool game I really love it ??,
Best game ever,
Very good relaxing,
Butter,
Love the music!!,
Hate it,complaint
Good,
Tes game is fun,
4th gammmmmmmme??????????! 5th 6th,
This is gay,
kingkong had a wong,
Great Game! Must get!,
"Amazing app would definitely recommend this. Its awesome and addictive, I wish there was a 4th one.",request
It fun but when it tells you can tap the sides next to the black blocks i do it and it says i missed one other than that its a fun game,complaint
?? ???????? ????????,
Hmmmmmmmm.,
Overall a great game. Surprised at the small amount of ads and fair gameplay.,
I love it but It freezes to much,complaint
It seems a good game,
Use to love your app. Until you started asking for my data.Why are you requesting it?,information seeking
Poop,
Aathoo,
Its a really good app though I wish it had Steven Universe songs on it!,request
I think it is very good and nice game for time pass and for enjoying your selves and it is so much addictive,
It was fun ??,
Good.,
The game is very glitchy and sometimes I press the tile then also it doesn't recognizes it,complaint
So cool easy to play,
It is OK ??????,
It is so good,
Outstanding music,
I love this game!! It is really interesting Don't forget to look up Gamer Ladies Nerdiest or Dumbest?? On YouTube????,
its a great game I love it cuz I love piano and its calming and really relaxing,
Best,
Good game for you to relax,
The game is really fun and addictive but when the game gets faster it can be challenging.!,
"Omg I love this game its very calm ,I like the songs its just wow?? and the background is awesome too",
I think you should add more songs nonfancy,request
This game helps me calm down,
Big,
I loved it,
This game is like a challenge so cool ??,
"It really is a cool game, but... Sometimes when l hit a tile, the game considers that l missed the tile, which makes me frustrated. Most of my classmates have seen it, and they get frustrated too when they play it and get the same result. Please fix this. Other than that, it is still a awesome and fun game.",complaint-request
Fun game,
5 of 5 stars best game,
Piano. $$$$$$$$###&&&&&?????,
Really good and great,
I like the game but I just hate the ads and I also like how it goes slow then fast it is so addictive,complaint
Amazing game just a shame for the really annoying adverts but still 5/5 for me,complaint
I think that it is fun to play and play with other players.,
Amazing ???? best grafics and awesome gamer!,
Hey who ever made pls take off tha stupid add its anoying i am so mad at the adds pls take it off,complaint-request
Overall a realy good game .,
Needs more different type of background,request
I don't know I love it,
I really like this game.I just love it.,
Its amazeing!!!I love it,
You should not relay on this game Bubble wrap and downs but I can not reach out to have a great day and downs in,
I love it,
"I think this game is awesome, attractive and entertaining",
I love wedding piano,
Absolutely the best game ever for anyone who loves instruments and music.,
its not nice at all,
I like it,
It is very nice. I like it .,
This game is the best,
It is cool,
Wienerschnitzel,
I love it!!! It helps calm my anxiety attacks. All the colors are all my favorite colors! Love the music! Everything about this game is so perfect to me!!! ??,
Yaaaaaaaaaaaaasssssss!!!!!,
I love it is so entertaining,
Super great controls great graphics Definitely a game worth playing,
This game is the best relaxing game I've played in my life,
I think it is a great game,
This game is way awsom then any pe,
It's amazing I'll love this game it's so cool I exactly like the song when you miss the tile it's so funny the game play is awesome it's so easy to less the tiles for some people but mostly me because I'm awesome like everybody else is awesome but I'm better the site of it is ok I don't mind it it's just the look I think it should look realistic like real life that would be awesome but I really likoe this game thanks love it But the other thing is I confused when you finish the first bit it goes back from the start and hose. Faster it's like I keep loosing and I'm angry if that's the case but thanks bye,complaint-request
Perfect,
Ok,
I donr like it. I LOVE IT!!!,
Wow! Such a awesome game,
This is an absolutely fantastic game. Every piano player will be happy with it,
I love it????????????????????????????????,
It purely amazing great quality,
It's A good game.,
It's great,
Magandang gamitin kc d boribg,
This game is awesome,
Its a good game and it keeps you focus,
piano tiles is favorites? game amor baby my baby line,
It is very addictive,
It has a certain flair to it.,
good game,
Nice game,
Awesome!,
"I think game is awesome, it lags a little during the faster bits of the sped up songs. And, maybe you guys, the developers can add a feature where the game tells you how many ""perfects, ""Greats, ""goods"" and ""cools"" you have. Just a suggestion. Otherwise, all is awesome",complaint-request
Awesome,
Good music app,
This game is awesome,
Its not the real game,
It's a good game but it is annoying because I can't play the drums until I'm level 10,complaint
This game is amazing,
Loved it!!,
Yes,
Love it ??,
Wooooooooooow!,
I love it even though it's really challenging it is really helpful because everyone needs a challenge,
I think that this game suck and that the clitches need to be fix.... this game has had clitches ...,complaint-request
Bests app,
it is the best game on my life,
Damyia. Like it,
Asome,
Awesome,
It's great,
I love it it is really fun and very addictive and I can't stop playing bcuz I LOVE it,
Awsome ??????,
New isawesom,
Too many ads .....,complaint
Game,
Love it,
It's very fun and entertaining,
fun game relaxing makes me feel as if I'm playing the piano too too many ads,complaint
Menyenangkan,
GREAT GAME,
Fantastic game,
Funtastic,
I hate it whe you got to hit it on the stupit line why is that when you could hit it of the line.,complaint
Good,
Cool awesome,
I like,
I think that this game is a amazing that I can't even begin to explain the addition I have to the game I really open to the game,
Fun game of piano,
I want to give 5 stars but there are a lot of glitch,complaint
I hardly write reviews but this one ....is just totally awesome with heart touching songs to play so I wanted to drop by to say thanks to the creator ...btw u have a great taste for songs sir :),
I love it you get to challenge yourself in a lot of misuc??,
It's the best,
I love this game very much,
I loved it so very much and I think everyone should try this app??,
The game is a good game,
Is so cool I love it,
Good,
It is god to play and have peace and quit,
Best time passing game,
Kuttay ka bacha,
I love music,
Very slow but fun,
It's cool,
It is an addictive game,
Jesse,
Love the music,
THIS GANE IS AWESOME,
Fucking amazing,
Its lit,
Cool,
Great,
It's so fun and amazing ????,
It make more better at music I guess,
You welcmome,
This game is great i loved it...,
A few too many ads but hey thats where they get their money from its just slightly annoying especially after you lose a challange than its pretty agitating,complaint
Great,
Real funn ..,
I like it so much:D ),
Nc,
I love the music,
Better than one some much more song & on guitar with band,
Fudging amazing,
I love this is so fun and Easy peasy Lemon squeezy,
I think it is aesome,
Awesome,
"IT SUX. Was playing this game, LAGGGY TAGGGGGY",complaint
AMAZING,
This is best app i got addictive with it,
Ilove it,
UM WHY ARE THERE LIVES/hearts TO THIS GAME. UGH.,
It is awesome I love it if you add a nother one i will really play it o got to level 5 on 10 minutes please reply back,request
There is only one thing to say for this app:I love it!,
It fine??,
Ok,
Each ax mood x z th HTC em does 4,
I'm just a nice person saying nice thing,
It is good,
"LISEN PEOPLE... this is the moste shittyest game of all, it says piano titles 3 right, when u download it it fricking says piano titles 2... FIX IT OR I WONT PUT IT TO A 2 STAR... Btw this game Swallow Fudge this game",complaint
I love this game mow I can text faster now on my phone,
"This game is a copy of Piano Tiles 2. This game sucks, so go play the actual version, which is Piano Tiles 2.",comparison-complaint
I just luv it,
Awesome,
U kind of,
"I really really like this app, and yes, it does work offline, i think. Just maybe an improvement for you: I would like it if maybe I could play songs like CryBaby by Melanie Martinez as I am a big crybaby! And maybe if you could choose songs to play from your own music libary??",request
"some bugs that could be fixed, but I do love the game.",complaint
It is a fun game with songs u love when I first got it I loved it,
I LOVE this game!!!!!!!!,
I LLLLLLLLLLLOOOOVEEEE ITT!!!!!!!,
Love,
I can play an instrument. Who needs band class?,
F????????,
This game is totally freaking awesome,
This is so cool,
Can wait for more,
It is relly good,
It's good but way too fast,complaint
Love,
It is so great,
It is a something to do when you are looking for something to pass the time with,
It's awesome,
WOW daam cool,
Nice game wow freaking awsome,
It is a good game.????????????????????????????????,
"Well, I have no other hobbies and my parents hate me. So constantly I make this my life and I will happily say. I'm a massive success thank you.",complaint
Beautiful,
So good,
I like it somewhat but it needs more lives.,request
Hahahaha,
Best game in the wourld,
Please sort out the lagging during gameplay. Piano Tiles 2 does not lag. For now I will be uninstalling.,comparison-complaint
Its a good game !!!! Love it!,
I love this I don't z minds iif Kim aaaa noooooob,
So....cool to have this game Lol??????,
?? good ?or yo?r ??nger and g?ve? ?? exercise,
It's fine,
I HATE IT,complaint
Its an excellent app,
Loved it!!!! This game is so superb,
wow,
I love it,
??????perfect,
Great song,
This game is fun calming and relaxing love the music,
I think it is amazing because of the way you touch the screen with out vilance.,
Cool cool????,
It is one of sooooper game??????????,
Ew to much money,
Awesome,
It is a great game,
Love better then my your momma,
After every match is an add always but still it's a good game,
Hated it my byddy tried to battle me and it crashed fix it,complaint
The game is good,
Good fun. Just started. We'll see....,
Obsessive. Easy to play and fun and exciting and entertaining,
It's a great game to pass the time,
This game is the best l ?? this ??????????????,
I just find it and i love already,
Ronlod,
It cant be installed in everu phone,complaint
THIS GAME IS AWESOME,
Its addicting and its fun too.. But can anybody tell me that this app is nonsense without wifi ?? Because the life will never be full without wifi .. I need answer plss,complaint-information seeking-request
Well ive never rated anything else must have been worth my time. Good stress reliever!,
It's good game I like it ??,
Ok,
It's amazing,
Fun,
Am,
Fun to play and to keep you motivated,
I LOVE THIS GAME! I think everybody should play it when their bored!,
i love it,
Good????????????,
Really challengein,
It is the best,
Asome,
Im am so good at time to grow So excited to get it,
It's good,
I love the game and I think it has beatiulful and loving music and it is fin,
Aweeeeeeeeeeee asem Cool Awe Nice Loved It,
Awsome,
This is the best game ever,
It's nice but not so nice,
Think it's a game that someone else should play because you love it because it's so it's so fun,
