review,label
"Please fix....please please please ,",request-complaint
"Adriano Plotzki ,  I  ve been reading many tips about how to sleep without Pinterest, but I still can  t do it.",
"I love the app, but it hate that you can  t see the time while you  re in it.",complaint
I learned how to pin my own pics.,
Great app but newest update crashes often when pinning on my iPad.,complaint
If anyone knows how to do this please post.,
Only problem for me is once I start I can  t get off.,
"Every time I get on, it crashes and causes my iPad to restart.",complaint
It is amazing how much fun you can have with it.,
"Everything I ever need is right here on this app, I get soo many inspiring ideas from any category.",
"It appears all bugs have been fixed, but are not.",complaint
Great service   almost great app\n\nBasic function is there  but I can  t wait until its fully functional!,
Why is it so hard to fund menu items?,complaint
"s Next Partner :) ,  ...except the fact that whenever I  m in the middle of reading an extra long pin, it crashes!",complaint
"Sometimes, if I  ve just been on it for a while it crashes.",complaint
"As much as I like to lose myself in Pinterest, I like to have some sense of time while browsing around in this app.",request
"All your ideas, needs and wants!!",
I am one of the many who is not able to use this app.,complaint
Love Pinterest but there has been a lot if crashing since the last update.,complaint
"It would be nice if one could rearrange boards on page to have categories that are similar be next to each other, or just to be able to arrange the boards on page to ones liking.",request
Also I have been having problems with constant crashing and pins that lead to nowhere.,complaint
Please fix this!,request-complaint
Get ready to find all the things you didn  t even know you wanted to do/ have!,
I love Pinterest but I can  t open it anymore without it crashing.,complaint
"However one frustrating development is when I  m deeper into links (say I follow a pin to its site, click on another link and want to pin from there) the app consistently crashes.",complaint
It would be cool to see some type of messaging system integrated where you could suggest a pin to a friend or be alerted if one of your friends commented on something you pinned.,request
"It  s easy and doesn  t crash often ,",
Please fix this.,request-complaint
Please fix this!,request-complaint
Just love it.,
"Amylovescats ,  Don  t download this app if u want to have a life outside of Pinterest.",
Everything you need will be here.,
I highly recommend this app!,
"I liked the previous version of the app, but now there are way to many advertisements that pop up when I am pinning.",complaint
"The only issue is that every once in a while, it kicks me out of the app.",complaint
What did we do before Pinterest!?,
"s Team ,  If you have not tried it you are totally missing out.",
"Love Pinterest BUT app crashes quite often :/ ,",complaint
I did some research and it turns out many ppl have this problem and it  s a Pinterest app specific problem.,complaint
Please release an update to fix this.,request-complaint
No complaints whatsoever except that the app crashes from time to time on my ipad air.,complaint
Ever since the last update it crashes constantly and makes it very frustrating to use!,complaint
Ever since the latest update my iPad app crashes several times a session when clicking on specific pins.,complaint
Highly recommend this app.,
However I wish there was an way to alphabetize my boards!,request
"I greatly enjoy Pinterest, the only problem I find with it is that I can  t go back to the same place I was once I click on something, while on my windows phone ,",complaint
How can u not LOVE this app?,
Now I can  t open links in safari and when I look at other people  s boards   hardly any of their boards and pins load (you can tell by their pin count).,complaint
"My only complaints would be that sometimes it unexpectedly crashes, which sometimes makes me lose great pins.",complaint
"Anytime you need an idea for any reason, it  s here at your fingertips.",
:/ please fix this!,request-complaint
But the new update causes crashes everytime I try to open notifications ?,complaint
"s iTunes ,  Constantly crashes my iPad!",complaint
There are a few issues I  ve experienced with uploading certain pictures and being able for others to view.,complaint
"However, it is crashing and shutting down the device so it must reboot.",complaint
"The update crashes my iPad when I try to open a pin..but other than that I am totally obsessed with it and love all the ideas I get from it ,",complaint
Now that you added the ability to upload pics I  m happy to give you 5 stars!,
Why does the app always crash when I try to send a pin from my iPad?,complaint
I liked how you could back swipe to return to the pervious page of posts now it goes to another pin.,
But I wish you could move more than one pin at a time to a new board.,request
You can create your own boards and see what all of your friends are pinning.,
Definitely recommended for anyone who is looking for a fun and productive way to pass the time.,
I love selecting my favs and adding a few of my own pix.,
"Never had a problem with crashing ,",
I can get everything I need in one place from food to crafts to funny pictures to wedding ideas.,
It is amazing and I highly recommend it to anyone that hasn  t tried it.,
I can save things I want to see later by just pinning them.,
Great app love the site only gets a 4 because I can  t pin directly from iPhone and lets face who uses their computer that often anymore.,complaint
"There are really good ideas for home decor, cooking, crafting, etc., but my favorite feature is travel photos and all the amazing places one can add to one  s bucket list.",
This app really helps you keep organized with everything you might want to do or have done or love or want to remember.,
"I  ve been wanting to get Pinterest on the go, and so far I  ve been very happy with this app :) I haven  t had to deal with updates yet, but I love how its still just as easy to use on my iPhone as it is to use on a tablet or computer!",
Now it is so frustrating.....crashes constantly on my iPad.,complaint
"Every so many pins, searches or even pulling up my owns pins....it CRASHES.",complaint
Sorry before I forgot the rating.,
There are so many ideas and themes.....you could explore forever.,
"Viewing so many places in the world to get 'traveling' ideas, \n'how to' fix things in your house, hair, makeup, etc., &amp; amazing party ideas.",
"\nI can find anything from beautiful Art or photos of celebrities, flower ideas (bouquets or arrangements)\nPinterest is such a helpful &amp; useful app that I can  t live without.",
It has made my daily life so much easier.,
"No matter what you  re into and what you  re looking for, it  s here!!",
The only problem is that I spend so much time surfing for ideas that I run out of time to do them!,
"I am addicted to pinterest but when I updated it,I can  t open the app or even on safari!!",complaint
One of them was Create a Pin in Pinterest.,
It crashes every time I close a pin I was looking at.,complaint
"Have to copy link and open in a browser, otherwise I just get a grey screen.",complaint
"The app is great, but not when it is crashing my iPad.",complaint
"Ever since the update, when the screen orientation is changed, the app crashes and the iPad goes right along with it.",complaint
It repeatedly crashes and resets.,complaint
\n\nUpdate: this is the third update since I originally wrote this review and it  s still crashing on a regular basis.,complaint
"Best ideas, people are so creative and I think I  m addicted!",
Please continue it always.,request
I plan to get all my associates hooked on it.,
"Love love love it lots of inspiration and you can find anything you need ,",
I wish you were able to create sub boards.,request
My entire iPad crashes when I  m using Pinterest since the update.,complaint
I never have any problems with this app!,
I also have a problem with it crashing.,complaint
"I am addicted to Pinterest, but it is always crashing.",complaint
I just love this App!,
I love pinterest I can  t stop looking at stuff!!,
Sometimes I am unable to see my pins/likes/boards but it  s coming along.,complaint
This app never fails to surprise me!,
I love this app but it crashes my whole iPad and it has to restart itself.,complaint
Please fix this bug!,request-complaint
This creates a stack of open pages.,
I have to manually close pages under the one I am looking at or the program will crash after just a few clicks.,complaint
"I love this site, but it has been crashing since the last update.",complaint
Pinterest crash and burns harder than a Ford Pinto.,complaint
The crashing bug needs to be fixed before adding more crap we can  t use.,request-complaint
This needs to be fixed....why is it you won  t show my review?,request-complaint
It  s perfect when I  m on the go and I need to look up something I  ve saved.,
I  ve found so many good ideas and recipes and its so easy to organize them so you can use them later.,
Application crashes after trying to open link up.,complaint
Please fix otherwise awesome App.,complaint-request
I  m completely addicted and the updates have just added to my addiction.,
I can  t pin fast enough.,
Can  t open pins!!,complaint
Never have I gotten so many ideas to be creative .,
"As an elementary art teacher, I could not have a better app on my phone, so many good ideas ,",
The only bad thing is that it crashes quite a bit.,complaint
The app crashes entirely too much.,complaint
App constantly crashes.,complaint
"If you try to send a pin to someone, pin something, viewed one of your boards  app will either just crash or you get blue screen and ipad restarts itself.",complaint
My app has continually been crashing.,complaint
Please get it fixed!!!,request-complaint
"I love the app, I get lots of recipes and am able to open it when I  m at the grocery store and see what I need to buy for recipes and then when I  m cooking its easy to follow the recipe right from my phone!!",
"Love the App big time BUT after this last update, it would seem, it crashes all the time.",complaint
It  s the first place I look to when I need something.,
:) the new updates on this app make it much more stable and I like you can now make Pinterest folders within the app.,
I hate it when it crashes my iPad though &amp; has been difficult to open pins at times.,complaint
The one thing that is missing &amp; something I  d like to see is red light notifications like the website version has.,request
"With the new iOS and app update, I can  t open ANY of my pins, or any of the links in safari through the app.",complaint
I totally recommend it!!!,
"Pintrest is the greatest, all ideas are great, just need clear and full recipes.",
I am so disappointed with the Pinterest IPad App at how it continues to crash when attempting to open the pinned links.,complaint
"Please fix this as soon as possible, as this app played an important role in my leisure time.",request-complaint
The ideas are endless.,
"Can  t open pictures to view larger and on the rare when I can, I can  t open the URL.",complaint
Please fix it!,request-complaint
Addictive app filled with craft ideas and step by step tutorials on how to create them.,
Just love it!,
Who needs a cookbook anymore when I have Pinterest!,
I have had op problems with this app.,complaint
"Save all your how to"" videos in one place; all your renovation ideas; party planning ideas; dream decorating ideas; plan for what to do in your garden next year.""",
"However, it does not always work (when I absolutely know I have a pin with that word in the description).",complaint
"Whtsap is hngng smetms...nw need an updte whch cn imprve whtsap...please give updte quckly ,",complaint-request
"Art support	Waiting for the update since a month, all the other apps except whatsapp supports it;coz of which I can  t use art. ",complaint
"NICE	Please fix the Whatsapp..all my contact profile picture cannot see. ",complaint-request
"Earlier it was running awesome but since d last update its running very slowly, plz resolve d prob!!!",complaint-request
"why	why my whatsapp have not settings ?",
"Good	I cannot see the last seen statements though?",
How abt u give the android users the same functionality?,request
"Crashes	App crashes frequently on HTC phone.",complaint
above average as it needs more emotions.,request
"Installation problem	I am not able to install whatsapp on lenovo A269I",complaint
"Four stars	Its a wonderful app and provides a good way to stay in contact with peepz but its needs more improvement especially in de area of speed",request
"Not happy	I want d developer to improve the app cz I updated my fone to 4.1.1 and the app is not working",complaint-request
New Flags added does nt work.plz update.,complaint-request
Please make an Update of LAST SEEN FREEZE or HIDE LAST SEEN options.,request
85 out of 100 need this kind of Update.,request
"Media sharing	Its good but can be better and if mb in media sharing can incresed then it will be excenlt so please improve it so that I can give it 5 stars",request
"Please Add More Features	Please Add More Features Like Whatsapp +(plus)",request
"Its not at all connecting.please sort it down ,",complaint-request
"No block list	as i updated No block list,",
It should have a built in protection system.,request
"Great	Great app but need some improvement for IOS devices",request
Please i need your help.,request
"Cool app	Please make sure that we can delete media received from memory and not just from chat.",request
They have to fix the update feature properly so that it done at a one go and possibly twice for it to activate previous whatapps conversation account.,request
Is that true and if so why can  t you set it up?,
"S4	Please we need a Zimbabwean flag",request
"Using too much memory	Whatsapp is using too much memory You have to do something whatsapp team for users having low memory",complaint
"Payements	Good but why can  t it be free like skype?",
"I cant download image and videos sent	when i try to download image or videos, it says ""download was unable to complete, please try again later"".",complaint
"i have tried to uninstall, the problem is still the same.",complaint
Please Check the problem.,request
"Some defect	Please correct this defect when will listen to a voice note than the screen becomes whole black and we are not able to clearly hear the voice in my s4",request-complaint
What is error 927?,
Whats up is fail to download...is there any solution?,complaint
"Alone	So bad not updating new version to my Mobil only only it is coming error 919 ( :",complaint
Now I can  t play game at all.,complaint
It crashes at opening every time!!,complaint
Most of them don  t even know how to use spell check on their phone for heavens sake!,
"Please get more games soon, can  t take the wait!",request
"\nHi, my aim has improved as has my ability to figure out how to get 3 stars on most all levels.",
"All I get is waiting"" then failed to update.""",complaint
I updated my iOS software and it  s not that or my phone.,
"I know you can do better, Rovio!",
"I went in to print out my schedule request form, so I clicked the print"" icon but it crashed on every attempt.""",complaint
\nMenu disappears\nCan  t rename files\nMoving files sometime fails and without a cited reason.,complaint
Why keep on asking when I already said no?,
"Second, why not use background update feature of ios7 to do it, rather than the awkward location based method?",request
"It wont even let me change tabs, then crashes.",complaint
"Ledmetallicadc ,  After updating, it logged me out and every time I try to log in, it crashes immediately.",complaint
Drop box as a service is rather annoying as it seems to be made for old people who haven  t made the jump to collaborating in real time in the cloud.,complaint
"Why are you following Apple  s lead with the crappy, dull, uninspired look?",complaint
"Ever since iOS 7 update, Dropbox has not worked; constantly crashes, when it does run it is EXTREMELY slow, and there are problems with camera uploading.",complaint
"Movies should be separated out from videos, just like in the Photos app.",request
Why I can  t I upload photos from my camera roll one at a time instead of the entire camera roll?,complaint
Please change this.,request
I even set up a different box to try and fix it thinking my original box was the problem.,
I can  t do anything.,complaint
"rugg31 ,  Flat out will not open on a new iPad Air ,",complaint
What happened?,
"All these updates, and I still can  t rename things?",complaint
And I never added anything to my favorites.,
"JohnInThisLife ,  Why did you drop support for earlier IOSs?",
Why no backward compatibility to iOS 6?,
I think it is a huge mistake to do so.,
"I have been a Dropbox user for years and, unfortunately, must look for another solution unless an iOS 6 version is made available again.",
This app needs to support older OS versions!,request
"Instead of having multiple paper notebooks or little notes everywhere, everything  I need to remember or reference goes into Evernote.",request
"Our minds need Evernote to actually function today as the creative, thinking creatures we are and unburden us from the voluminous, mundane which informs our thinking.",request
While there are still functions which are not yet available on all mobile platforms these do not detract from the unequivocal 5+ rating.,
"I was about ready to leave Evernote because it would often crash and lose my thoughts, also the skeumorphic design was painful to look at.",complaint
"Never crashes, and it  s so much simpler than the old version.",
"That  s high praise these days, this app does just what I need it to do, and does it well.",
"The update downloads, but the the nook says it can  t open the download.",complaint
The app really needs a proper TODO list that functions as a completed and not competed list.,request
I use this to keep track of many items   the company is great at providing support and they update the software often.,
Please stop all the enhancements.,request
It was a wonderful app before and now it almost takes a manual to figure out how to use it.,complaint
"It crashes less often, but still does so.",complaint
"\n\nSecond, it needs a way to export multiple notes at once to Word so that notes can be edited and compiled into articles and papers for publishing.",request
"That  s a vote of confidence that this great, versatile app will be around for as long as I need it.",
"It crashes occasionally, and the text formatting is bad.",complaint
"The problems are obvious, and I wish they  d be fixed.",complaint-request
Latest update crashes constantly.,complaint
Now I know why it  s one if the best apps available in all platforms.,
"This single app has replaced my GTD apps, note apps, outliners, presentation apps, file sharing, and with the sync is available everywhere I need.",
Great to have my stuff available in one place.,
Reason for only 4 stars is because some features are not available across all platforms.,complaint
The app seemingly does not support cut and paste after IOS7 upgrade.,
"\n\nI  d give 5 stars, but Evernote really need to give feature parity with their desktop version.",request
It used to allow adding multiple tags at once.,
Just clip all thoughts you have from any medium to the software and it is recall able.,
Well worth the download and will purchase the subscription once I learn more on how to maximize it.,
"Ever since EverNote 'upgraded' to iOS7 style, it has been a poorly designed bloated app that constantly crashes.",complaint
": ) That said, Evernote has made a massive impact in my life in terms of productivity and organization.",
"Every time I re download the app, I then need to wait until it downloads my all my offline notebooks.",
"It seemed cool, but I just don  t take that many notes, I thought.",
"\n\nNow imagine that for invoices, reference photos, old magazines, newspaper articles, kids school awards, receipts, every recipe you own, the manual to your dishwasher, the color of paint in in your living room, the business card of the guy who installed your flooring, etc.\n\nWhether we like it or not, we need to acquire the skill of information management.",
Please do take out the marketplace and announcement ads though.,request
You can  t search within a specific notebook without typing in code (very time consuming even IF you can figure out how to do it).,complaint
"The list of search results should show the line of the found text, so you can see quickly if that  s what you  re looking for without having to open it.",request
\n\nWish I could create tables since I use this mostly to trap info for reference.,request
There are things it would be nice if EN could do but maybe we  re all getting spoiled.,request
This is the only notepad solution I use for my business!,
Whether you want to organize your butterfly collection or organize your dissertation Evernote can help you do it.,
As of Dec upgrade it still crashes.,complaint
It has become something I rely on but it crashes on my iPhone.,complaint
I tried opening it from the App Store but it wouldn  t let me.,complaint
This app alone is the first one I recommend to any family member or friend with a new iOS (or other) device.,
"Easy to search for information when I need it ,",
I sure wish there was a better app than Evernote for this feature set because it has so many bugs and feature limitations.,complaint-request
Also wish there was a way to view all notes in Flipboard and to display alerts for random notes!,request
I don  t need any other note taking apps to store my notes.,
"Every time I have something come up with in my mind, I just simply take a draft in Evernote and tag it as idea"".""",
It crashes constantly.,complaint
"When I update a note on my PC it takes forever to show up after I sync on phone, sometimes I even have to log out and back for it to show up.",complaint
"So because of this program, I updated my iOS, and it changed its look completely and its stability.",
It crashes every time within 2 minutes of using it.,complaint
"Please make it stable, and if possible, bring back the old UI.",request
"It would be nice to have a word counter feature though ,",request
"If you are looking for an app to keep all your information:from pictures to web links,quotes,recipes,etc.This is the ultimate app,look no more!",
Blurring out the right side means you can  t read or really see that area when the sidebars open anyway.,complaint
"I currently cannot attach photos without it crashing, so I may have to find a replacement soon.",complaint
"Just installed it on a new iPad; I  m glad I don  t have too much invested in it, because I  m abandoning it over the font size issue.",
"The font is smaller than that of any other app I use, and there is NO way to control it, short of using Evernote through a web browser which entirely defeats the purpose.",complaint
"s problems with this app , 5,  ptcgkm ,  This is a great app, which I have been using for many years.",
"I tried fixing it myself before contacting support, but I made the problem worse.",complaint
\n\nI recommend Evernote to everyone I meet.,
Since the new update the app crashes a lot on my 4s   especially when I try to take a photo in the app.,complaint
"Start crashing : ( ,",complaint
"But since IOS7, it crashes and freezes on a website at least once a week.",complaint
"The only way I can continue is to go through iTunes to delete the whole app, then reinstall it.",
Love the ease with which other apps can integrate with Evernote.,
"It constantly reports failure to synch, it freezes momentarily between all actions, it crashes here and thee, and the search function sometimes fails to find key words.",complaint
"Note, some of my problems may be related with some incompatibility of iPad2 with iOS7.",
The problems I  ve experienced are not as severe as what others are reporting.,
"I am still working on EN, but will also be on stand by, and looking for possible alternatives.",
"Yodaman70 ,  Not sure if this is an Evernote or iTunes issues but found this app and two others aren  t upgradeable yet 60 other apps no problem.",complaint
"It  s time for Evernote to take a good, hard look at its software and start pulling features.",request
Still crashes a lot when capturing and attaching photos to the note.,complaint
"This app is ok, but we need to get these machines to be more than places to brain dump.",request
"And, each time a sync error occurs, the error report transmission fails as well.",complaint
I would use it exclusively if it had spreadsheet editing capabilities.,request
"Had been five for me, but the update one previous to this broke it for whole tribes of us, and it took them a week to get the fix out (see below).",complaint
How do these things get out of the gate?,
My only wish list item would be a URL scheme for passing information to the app or opening a search from elsewhere  something Launch Center Pro could use.,request
\n\n** iOS Redesign **\nProps to the Evernote team for not just tweaking the look of their app for iOS 7 like so many others.,
Will update rating accordingly.,
"Tech support tried to help, and I  m a premium user, but none of them came right out and said what was wrong, something like: 'Sir, you are experiencing what millions of others are experiencing.'",
We have created an unreliable app.,complaint
What happened?,
Just use Notebooks or OneNote.,
These guys know how to think outside of the box to let a note taking app evolve and immerse itself into your life and business.,
\n\nHighly recommended note taking app.,
It  s already possible to rearrange boards   why not the pins on a single board?,request
"This app provides me with just that   the opportunity to glance at photos, and most photos have links for further information.",
Pinterest is now my go to resource whenever I need ideas or inspiration for nearly anything in life.,
The only problem is that it  s like a giant vortex where I look up and an hour has passed.,complaint
No longer have to cut a tree down when I can pin it!,
"This is the easiest way for me to use Pinterest, so I don  t just spend hours on the site.",
This can be frustrating when your in the middle of adding important ingredients.,complaint
\nBut you should be able to rearrange your boards on here.,request
"Works well crashes sometimes, but good!",complaint
This app has made my life so much easier!,
I have had this app and I  m literally on it everyday.,
Powerful for seeing goals I have set for the year to attract what I need to make a goal a reality.,
I love how you can look ion vastly different categories; where you can find anything you can think of!,
"I recommend some improvements, such as being able to rearrange pins and boards on the app.",request
I uninstalled the app from my iPad because it always crashes.,complaint
"I enjoying seeing how many folks are following me, and sometimes adding photos I take, or find outside of pinterest.",
I can always find what I need and great new ideas!,
You can create any type of board you want and pretty much everything else is customizable too.,
It needed to happen.,request
I  m not sure how I managed in life without Pinterest (or this app for that matter) but it  s my #1 go to if I need a little inspiration.,
I wish after it crashes you could go back instead of starting over!,request
You look further and it was/wasn  t what you expected.,
You have to arrow back using your browser and it takes you ALL The Way Back to the Beginning of scrolling.,
I  ve learned how to do so many things through Pinterest pins and enjoying pinning items of my own.,
I totally recommend this app.,
I have had no problems with it crashing my phone.,
"This is such a fun way to kill time..waiting for appointments, when I can  t sleep or just feeling lazy bones.",
"I love this app I get recipes, how to  s, ideas and tons of diy ideas.",
The app used to have major freezing problems.,
You can create a board of your own to refer back to also.,
"\nIt still needs improvements at the functionality level, such as allowing a bigger number of secret boards, more flexibility in the search of pins, pinners, and boards, and more flexibility in the display on one  s pins and boards and boards that are followed.",request
I recommend it often.,
I spend hours just looking and getting great ideas!,
";) I think it could be better by being able to private message someone , though you could block the person from messaging if needed.",request
"Also I think it could be better if a pin could be deleted from your group board (like for example if it was inappropriate and you didn  t want it on your board), and also if you didn  t need to follow a person back for them to be added to a group board.",request
"Please fix this, I love Pinterest way too much not to use it!",request-complaint
Can  t stop pinning!!!!!!,
"In hope i don  t jinx myself, but i haven  t had any issues with this app.",
"Love the changes Pinterest has added, I don  t ever have problems with this app because they  re great at addressing any.",
"Well, here  s your review.",
I have had no problems with it at all.,
The potential is there...just waiting.,
I love the app and use it a lot when I need to pass time!,
Can do what I like to do n rarely crashes!,complaint
"Please fix the fixes"".""",request-complaint
I recommend this app to all my friends and will continue to use it faithfully!,
"Please add a back to top of page"" button.""",request
"I love Pinterest, but this app crashes almost every time I use it ,",complaint
Love having a source of photos to reference when I need them.,
"Nice app you can save your pics and grab pics from others and share comments ,",
"The app is hard to see clearly on my phone, maybe I need to get the iPad.",complaint
Never had the problem before.,
"The only suggestions...fix the glitch that boots you out and shuts down your iPad on occasion, create main topic board to house boards as subtopics (e.g. Main topic 'decorating' and boards under this would be kitchen, bedroom, etc.) I just have so many boards it would make things more organized and easier to find.",request-complaint
I don  t understand why fix something that is not broken to really break it!!?,complaint
"I wish there were no limitations on searches, and I know there are thousands of pins, so why only show a couple hundred?",request
The upgrades have made great improvements.,
Haven  t had any issues at all on iPhone 4S.,
There are so many great ideas on this app.,
The only issue with this app is the lack of ability to print a pin from within the app you have to open in safari and that is to many extra steps....please add a print button!,complaint-request
Love how you can create group boards and progressively invite members.,
"The mobile app is slow and crashes a lot, but I love it when it  s not struggling.",complaint
Can you try to add some instructions or a replay for when you first join?,request
That I need to ask.,
"The only problem is that I  ll just mean to take a peek &amp; before I know it, I  ll discover I  ve lost hours!",complaint
"The best place to keep all your ideas, favorite things and plans is one place and better yet to share!",
"Easy to use, great way to kill time at a doctor  s office and such.",
I love fantasy art picture but you need to do if people like us is more easy phone to select action a picture.,request
I have no problems with this app.,
This app runs so smoothly and I rarely have issues with it anymore.,
"Brittany Lauren ,  Please please please give us an update to be able to search for pins on our boards!",request
There is still a crashing issue on occasion and pins on my homepage refuse to load.,complaint
The app crashes sometimes and that can be very frustrating.,complaint
I learn a lot from what other folks post  it lacks a reliable search function &amp; it needs to add a setting of BOARDS/PERSONS I FOLLOW.,request
Overall it is fun &amp;   provides a lot of good info.,
The only bad thing about it is that you can  t get on it without wifi.,complaint
Minus one star for occasional crashes of the app and I wish there was a better way to keep people from pinning links to spammy websites.,complaint-request
There are so many recipes and ideas that you can pin now and use as a resource later.,
\n\nPinterest was crashing on my iPad but seems to be better since the update.,
I don  t like updates that change everything around but I seem to be getting used to how to navigate it.,
I have to careful when I open it because it can be hours before I come up for air.,
Please take off the new update where it recommends sending certain pins to people who may like it on your Facebook friends list.,request
It  s good that we can view what we  ve already pinned and be told when we  re about to pin something we may have forgotten has already been pinned to our board(s).,
Fantastic app I recommend it entirely only crashes sometimes.,complaint
How to make or do anything!,
"I use Pinterest a lot, but the app is constantly crashing when I go to open a pin.",complaint
Everything you need is right here and more!,
"But I wish there were a way to organize pins within boards, like sub boards or something.",request
"It  s so easy to use, has very few bugs, and is so much fun!!",
"I enjoy using Pinterest on the iPad and iPhone but some features, like the ability to change the cover image of a board are missing.",request
"I love Pintrest and the app version is laid out well, but it crashes all the time and sometimes takes several tries to reach the web page linked to the pin.",complaint
5/9/12 Update: Bugs are fewer.,
Can we get a fix on this?,request
"Never have any problems with it, never crashes.",
"The ideas that I have been able to use and share have been a tremendous help to me, my family, friends and co workers.",
Will there ever be an update that allows us to move multiple pins to one board at a time?,request
Pintrest provides an easy way to find and store ideas.,
"I love how you can create boards, secret boards, send to other pinners, or just like something.",
I have no problems with it at all.,
"After update, takes longer for boards to load, sometimes the app crashes.",complaint
I have had no problems with Pinterest ever!,
because it crashes now and then.,complaint
"Pinterest helps you find recipes to make delicious dishes, gives you amazing gift ideas and room decor.",
Why is it stuck?,complaint
Why aren  t our personal Boards in alpha order the way they come up to pin?,
Why can  t we change the cover photo on our Boards anymore?,complaint
The only problem I have with it is that it randomly closes the app.,complaint
it always gives me ideas i can use or elaborate on.,
"For those who like to visually learn, read and live, this app fits the personal functionality I need in order for the platform to be an intuitive, seamless process regardless of the task I  m attempting to perform.",
I wish you could still pin without opening.,request
I wish there was some type of messenger available.,request
It would be nice to be able to respond to pins that have been sent to us with a message.,request
i like the new update but it still crashes every so often.,complaint
"I  m sure there is a way to turn that off, but I haven  t figured it out.",
I wish there was a way to take off your recently viewed categories.,request
They  ve been hits at get togethers and if I ever need to fix or clean something I can find it on Pinterest.,
"s Fling ,  This version crashes repeatedly and completely shuts my iPad down.",complaint
"I need Pinterest Anonymous ,",request
No matter what you need it  s on Pinterest.,
Prior to this last update you made some improvements and did update and it was great!,
"Then there was this last update :( Now iPad wants to crash sometimes, not anywhere like before but just some.",complaint
"And you know it would be great to be able to have more than  350 boards, I have noticed some of the people I follow have more but I can  t figure out how to do it!",
If we could just solve these issues it would be awesome!,request
"The only improvement I suggest is to add the ability to zoom"" in on the pictures after they have been pinned.""",request
"I have had the iPhone 4S and 5s, with both of them I had loading issues when saving an image that would freeze and continue to load hours after I have exited the app.",complaint
"I love this app, really liked when the added the I think you  ve already posted this!""""",
Any time I need an idea I come here.,
"I can pretty much find everything I need here, and the app is simple to use.",
\nOverall I recommend it!,
I can  t believe I was missing out on such great ideas for such a long time!,
There are so many great ideas and funny things!,
"s78 ,  All of my new contacts I have made on this app and all of the great information I have gained, I  m just so excited to be able to pin all day long ,",
Wish the app would allow you to view in both portrait and landscape format.,request
My only problem is not being able to stop.,complaint
"I can always find projects that I can  t wait to try, and gifts to make for family.",
Great app nothing else like it gives me awesome ideas of things I can  t afford puts my head in debt ?,
"Now I can access things out and about such as ingredients for recipes, what was the name of that glue they said to use or how much vinegar do I need to buy to clean my house?",
I can  t stop!,complaint
The only problem is I spend too much time on it.,
"The only complaint I can share is I tried a recipe that had three ingredients, followed the recipe completely and failed all three times.",
Very infrequently do I have any problems and it is so convenient.,
"Honestly, I  m not sure I like the latest update but I will either adjust or they will update it again.",
How do people come up with these great ideas?,
"Unfortunately, it didn  t take long before a few a wipes posted bad links.",complaint
"It helps me plan my meals, travel and make my dreams come true.",
Constantly crashes when viewed on my iPad.,complaint
Works awesome on my phone but crashes if you repin too quickly back to back.,complaint
"Works fine, I have had no issues.",
This app needs an update.,request
Don  t listen to anybody who gave them one star they are just mad because they didn  t get any followers.,
The way I think is to categorize first and then comment...but once you select a category you  ve pinned it and then you must do the several step process of editing.,
It helps me keep track of my pins and makes the easy to find when I need them.,
"When I try to pin from Facebook, half the time it tells me I need to log in first.",
So sometimes I just skip it and email the item to myself.,
"I was nvr a big Facebook fan bc it gave too much personal without any personality   Pinterest let  s your real self shine through whether you intended to or not ;)\nI just wish that with the update that they would fix the crashing of my iPad if I have too many windows open or I have left it open too long :( ,",request
I have had no problems at all.,
"I love to cook and have many apps and bookmarks for recipe searches, but Pinterest is often the first and last place I need to search.",
Definitely recommend this to anyone.,
Luv the inspiration of others\nConnection has never failed .,
I was the person who said they would never Pinterest and now I can  t stop!!!,
I love Pinterest &amp; I love the ease this app provides.,
Recent updates have made this app much better!,
At first when I signed up I had no idea what this was and I actually thought it was a waste of time but now that I understand it I absolutely love it and can  t stop pinning.,
I have never had any problems with this app.,
"Only bug I found was when I expand a pin and try to scroll down to the related pubs area, they sometimes won  t load so I have to exit the pin and try again.",complaint
God bless the person/people who created it.,
It  s an amazing app for everything you need!!,
Sometimes I just give up waiting and just shut it down.,
\nI  ve made the most delicious recipes from it and  even used tips for my dogs.,
Some day my things will be on this app this app make my day.,
Highly recommend this app!,
I find everything what I need  and ever imagine!,
A bit glitchy sometimes so you may need to do an uninstall / reinstall but otherwise go for it.,complaint
"I also can  t pin from Zulily any more, but I don  t know if it is Pinterest or Zulily.",complaint
I just sometimes get overwhelmed with how much is available and lose track of time.,
It  s often the first place I go when I can  t figure out what to make for dinner!,
"Great app just wish it didn  t glitch on occasion ,",request
There are SO many great ideas that are shared throughout this app!!!,
Pinterest is there to find anything I need!,
"It can only get better with time, how can I invest?",
Wouldn  t plan an event without it.,
It  s my go to DIY site when the creative juices have failed me.,
I recommend this to everyone.,
Find everything I need from recipes to decorating and more.,
"I no longer need magazines to get ideas for decorating, hairstyles, clothing, organizing and so many other things.",
Seriously if you know me you know that I can  t function without Pinterest.,
I  m a teacher and there  s anything I can  t find in this app.,
Love to pin recipes / crafts then in store just look up for what you need.,
Wow when I first downloaded Pinterest I didn  t expect to be as cool and filled with GREAT ideas as it is!!!,
If u don  t have you are missing out and when you are getting started or don  t have many followers follow me cuz I love Pinterest and I pin every day!!,
I looked at everything wedding when my daughter was planning her event.,
Decks for the backyard was really fun when we were planning our backyard update.,
